"product title"                      ,"product description"                                                                                                                                                                                                                                                        ,"URL"                                 ,"image url"                         ,"EAN"       ,"SKU"   ,"category"  ,"item 1 - Merchant name","item 1 - price","item 1 - shipping time"                ,"item 1 - shipping cost","item 1 - return in day","item 1 - free return","item 2 - Merchant name","item 2 - price","item 2 - shipping time"                ,"item 2 - shipping cost","item 2 - return in day","item 2 - free return","item 3 - Merchant name","item 3 - price","item 3 - shipping time"                ,"item 3 - shipping cost","item 3 - return in day","item 3 - free return"
"massa quaerendum constituto"        ,"blandit latine signiferumque ultrices oratio praesent noluisse pulvinar sumo urbanitas dolore quod interpretaris eum numquam"                                                                                                                                               ,"http://www.provider.de/product/SBXTr","http://www.provider.de/image/MF8Co","LMLTBANYZL","R6KCJc","Category2" ,"Merchant12"            ,"97.60"         ,"Gewöhnlich versandfertig in 24 Stunden","1.09"                  ,"1"                     ,"true"                ,"Merchant21"            ,"106.09"        ,"Versandfertig in 2 - 3 Werktagen"      ,"4.50"                  ,"0"                     ,"false"               ,"Merchant1"             ,"111.76"        ,"Versandfertig in 3 - 4 Werktagen"      ,"4.36"                  ,"22"                    ,"false"
"appareat eget"                      ,"nonumy ei dico faucibus semper augue phasellus sonet sadipscing maiorum ignota vim lectus quaeque hendrerit eum"                                                                                                                                                            ,"http://www.provider.de/product/Rixd5","http://www.provider.de/image/tLKFY","J2RPFAQGLF","PBvmMD","Category26","Merchant17"            ,"116.83"        ,"Versandfertig in 2 - 3 Werktagen"      ,"4.68"                  ,"2"                     ,"true"                ,"Merchant1"             ,"134.39"        ,"Versandfertig in 3 - 4 Werktagen"      ,"0.33"                  ,"22"                    ,"false"               ,"Merchant24"            ,"84.82"         ,"Versandfertig in 2 - 3 Werktagen"      ,"1.68"                  ,"29"                    ,"false"
"integer ocurreret"                  ,"nisl delicata consetetur constituam ullamcorper eirmod hinc condimentum quaerendum metus"                                                                                                                                                                                   ,"http://www.provider.de/product/jx2yC","http://www.provider.de/image/3vYR0","TSYEXIRMMR","cBZS2x","Category12","Merchant14"            ,"54.48"         ,"Versandfertig in 2 - 3 Werktagen"      ,"4.76"                  ,"4"                     ,"false"               ,"Merchant21"            ,"21.45"         ,"Versandfertig in 3 - 4 Werktagen"      ,"0.89"                  ,"13"                    ,"true"                ,"Merchant5"             ,"80.53"         ,"Versandfertig in 1 - 3 Wochen"         ,"2.66"                  ,"26"                    ,"false"
"ultrices libero"                    ,"accumsan adipisci diam reprimique dicta malorum sapien doming eruditi conubia alterum dolor impetus error cum pharetra dignissim noster per cu"                                                                                                                             ,"http://www.provider.de/product/DloDA","http://www.provider.de/image/sDsFb","QCYO7Q57FJ","evjT1S","Category28","Merchant23"            ,"55.57"         ,"Versandfertig in 3 - 4 Werktagen"      ,"3.26"                  ,"22"                    ,"false"               ,"Merchant9"             ,"70.00"         ,"Versandfertig in 2 - 3 Werktagen"      ,"0.99"                  ,"17"                    ,"true"                ,"Merchant1"             ,"31.44"         ,"Versandfertig in 3 - 5 Wochen"         ,"3.49"                  ,"5"                     ,"false"
"mel solum penatibus"                ,"venenatis aperiri mediocritatem vestibulum aperiri vim magna possit curae maiestatis curabitur oporteat"                                                                                                                                                                    ,"http://www.provider.de/product/b7ZAC","http://www.provider.de/image/skq8V","WEADKSFL1K","GkdVfr","Category6" ,"Merchant5"             ,"35.47"         ,"Gewöhnlich versandfertig in 24 Stunden","4.63"                  ,"21"                    ,"true"                ,"Merchant18"            ,"46.82"         ,"Versandfertig in 6 - 10 Werktagen"     ,"4.58"                  ,"7"                     ,"true"                ,"Merchant12"            ,"39.03"         ,"Versandfertig in 3 - 4 Werktagen"      ,"2.48"                  ,"1"                     ,"false"
"suas scelerisque eum"               ,"mattis noster suspendisse porro ceteros possit orci expetenda vituperatoribus ligula alia vix graecis habitasse delenit possim te sollicitudin adhuc in tantas reprehendunt adversarium electram ligula suas"                                                               ,"http://www.provider.de/product/ImowV","http://www.provider.de/image/WpDh5","EJQMRMEO3E","bDZqvI","Category7" ,"Merchant8"             ,"26.04"         ,"Versandfertig in 1 - 2 Werktagen"      ,"1.15"                  ,"20"                    ,"true"                ,"Merchant11"            ,"63.36"         ,"Versandfertig in 2 - 3 Wochen"         ,"2.01"                  ,"3"                     ,"true"                ,"Merchant23"            ,"37.04"         ,"Versandfertig in 1 - 2 Werktagen"      ,"1.96"                  ,"6"                     ,"false"
"justo phasellus"                    ,"augue rhoncus vestibulum noster noster ante facilis wisi vehicula ridens legere ac mel tortor libris"                                                                                                                                                                       ,"http://www.provider.de/product/kRTAV","http://www.provider.de/image/A2H8N","DQWDT8JCQW","YE4Lff","Category28","Merchant12"            ,"86.53"         ,"Versandfertig in 3 - 4 Werktagen"      ,"0.46"                  ,"14"                    ,"true"                ,"Merchant19"            ,"130.97"        ,"Versandfertig in 2 - 3 Werktagen"      ,"2.53"                  ,"14"                    ,"true"                ,"Merchant13"            ,"46.13"         ,"Versandfertig in 1 - 2 Werktagen"      ,"0.29"                  ,"18"                    ,"false"
"persequeris intellegebat porttitor" ,"sonet theophrastus persequeris vitae gravida graece consectetur eam ac laudem mi adipisci conclusionemque dicam ligula ut inani ancillae pertinacia noluisse appareat sapientem idque ante dicunt vidisse offendit aptent curabitur"                                        ,"http://www.provider.de/product/2Ge7K","http://www.provider.de/image/B45Zm","LNZNSBL3U2","4Douuk","Category15","Merchant4"             ,"144.99"        ,"Versandfertig in 2 - 3 Werktagen"      ,"3.10"                  ,"9"                     ,"true"                ,"Merchant25"            ,"82.23"         ,"Versandfertig in 2 - 3 Wochen"         ,"4.19"                  ,"28"                    ,"true"                ,"Merchant20"            ,"15.04"         ,"Versandfertig in 3 - 4 Werktagen"      ,"3.65"                  ,"29"                    ,"false"
"phasellus conubia"                  ,"quas referrentur purus repudiandae sanctus dolorem fringilla tibique fringilla graeco cu disputationi cubilia mediocrem lacinia prodesset commune pharetra ligula aliquid elaboraret mandamus vis"                                                                          ,"http://www.provider.de/product/FOY4D","http://www.provider.de/image/o3USY","S3FWGAWRDW","XUgeHn","Category14","Merchant20"            ,"141.98"        ,"Versandfertig in 2 - 3 Wochen"         ,"0.40"                  ,"6"                     ,"true"                ,"Merchant7"             ,"26.05"         ,"Versandfertig in 1 - 3 Wochen"         ,"1.37"                  ,"12"                    ,"false"               ,"Merchant21"            ,"40.74"         ,"Versandfertig in 3 - 4 Werktagen"      ,"1.77"                  ,"22"                    ,"true"
"repudiare repudiandae commodo"      ,"lacus enim vituperata vitae mea saepe perpetua mutat varius inceptos nisi conclusionemque electram latine"                                                                                                                                                                  ,"http://www.provider.de/product/2IrMD","http://www.provider.de/image/IyMoh","KPE7JEKEVX","rqNKDf","Category5" ,"Merchant17"            ,"64.66"         ,"Versandfertig in 3 - 4 Werktagen"      ,"4.01"                  ,"1"                     ,"false"               ,"Merchant28"            ,"93.45"         ,"Versandfertig in 6 - 10 Werktagen"     ,"0.47"                  ,"12"                    ,"false"               ,"Merchant26"            ,"42.24"         ,"Versandfertig in 6 - 10 Werktagen"     ,"2.76"                  ,"10"                    ,"false"
"interpretaris ac"                   ,"consectetur reformidans fugit gloriatur convenire tractatos mandamus magna tibique maluisset tale in"                                                                                                                                                                       ,"http://www.provider.de/product/fltuq","http://www.provider.de/image/kQgVy","2ROGFCALDN","mmGt34","Category8" ,"Merchant15"            ,"137.06"        ,"Versandfertig in 2 - 3 Werktagen"      ,"2.96"                  ,"26"                    ,"true"                ,"Merchant27"            ,"43.95"         ,"Versandfertig in 2 - 3 Wochen"         ,"0.47"                  ,"25"                    ,"true"                ,"Merchant3"             ,"148.19"        ,"Versandfertig in 2 - 3 Wochen"         ,"1.34"                  ,"2"                     ,"true"
